r,l,t
215.0,683,42.348754
530.0,941,48.380348
60.0,287,50.246378
135.0,391,52.546251
145.0,466,55.510623
250.0,743,60.241958
160.0,508,63.743148
210.0,731,68.121965
210.0,581,71.823141
155.0,529,75.280032
25.0,258,76.884962
20.0,424,101.588235
290.0,754,111.148212
45.0,339,115.038836
80.0,372,119.792405
225.0,513,126.148314
45.0,289,129.699857
135.0,471,135.866015
470.0,854,146.190904
120.0,381,150.924395
110.0,503,156.517713
160.0,626,164.587638
225.0,719,174.017498
225.0,617,181.50332
210.0,626,188.7069
110.0,489,194.616617
410.0,649,202.505109
210.0,609,210.16827
180.0,654,218.362902
180.0,618,226.134383
210.0,622,233.282376
360.0,811,243.976225
180.0,659,252.344268
180.0,595,259.330009
180.0,644,267.10249
135.0,589,274.960451
165.0,606,282.732776
210.0,635,289.960722
210.0,650,298.64871
290.0,738,306.909983
380.0,599,314.338136
210.0,646,322.137603
285.0,735,330.157287
430.0,707,339.075734
180.0,634,347.065189
210.0,642,355.130447
210.0,631,363.013684
260.0,711,371.727731
210.0,619,379.590688
155.0,610,387.487799
380.0,608,394.611395
260.0,746,404.01005
155.0,606,411.987548
180.0,634,419.847491
265.0,819,429.865583
260.0,732,438.961476
210.0,623,445.910689
210.0,638,453.569285
110.0,486,459.806364
210.0,626,467.818236
210.0,630,475.619265
210.0,620,483.34349
260.0,733,491.87622
260.0,738,500.982916
210.0,641,508.726082
210.0,616,516.195793
260.0,729,524.799974
210.0,645,532.56463
210.0,644,540.509562
345.0,1175,554.612927
210.0,633,562.104612
210.0,647,569.718845
260.0,736,578.87451
240.0,744,588.124738
275.0,756,596.489512
565.0,1091,609.920629
110.0,272,613.205026
470.0,739,622.478944
260.0,745,630.643402
210.0,631,638.523551
590.0,1097,652.464317
260.0,744,661.558683
210.0,614,668.645972
210.0,634,676.311326
290.0,815,687.047822
210.0,628,694.215222
180.0,630,701.735773
210.0,613,708.964335
215.0,689,717.232045
120.0,550,724.561359
90.0,308,728.203118
110.0,487,734.13243
120.0,601,740.989825
285.0,1023,753.327951
210.0,641,761.354923
265.0,782,770.712753
260.0,738,779.929717
285.0,734,789.102966
210.0,615,796.181406
210.0,636,804.070518
210.0,598,811.684785
155.0,610,818.68102
180.0,640,826.509735
210.0,654,834.559365
265.0,748,843.812464
210.0,626,851.337872
105.0,504,857.76273
330.0,817,867.708324
260.0,753,877.148512
210.0,634,885.080998
210.0,616,892.888022
410.0,624,900.711163
180.0,611,907.860244
260.0,734,916.976629
410.0,630,924.734682
210.0,622,932.139844
410.0,613,938.829508
460.0,736,948.100677
380.0,611,955.74665
210.0,637,963.793192
515.0,811,973.533949
395.0,1086,986.233505
210.0,627,994.189031
350.0,1067,1007.14278
210.0,633,1015.277671
210.0,646,1023.018634
330.0,1059,1036.816207
210.0,611,1043.779886
390.0,1106,1057.702194
180.0,613,1065.41836
260.0,749,1074.192536
305.0,795,1084.040663
315.0,806,1094.540308
345.0,806,1104.297273
1005.0,1104,1118.434622
315.0,830,1128.07124
345.0,809,1138.096926
330.0,1062,1150.932057
420.0,1090,1165.086052
210.0,616,1172.975188
290.0,752,1181.699559
210.0,603,1189.453205
305.0,732,1198.774243
260.0,744,1207.530722
390.0,1093,1221.564929
565.0,1082,1234.618037
420.0,1104,1248.889202
260.0,740,1258.222233
235.0,685,1266.267406
260.0,738,1275.712313
315.0,1055,1288.378304
210.0,616,1296.098539
320.0,806,1305.78168
470.0,1281,1321.433949
300.0,833,1331.398421
260.0,717,1340.367235
475.0,744,1348.862899
405.0,1273,1364.793348
290.0,717,1374.044225
260.0,715,1382.442777
210.0,638,1389.884466
665.0,1156,1404.120736
110.0,309,1408.259311
925.0,1519,1426.335557
420.0,1073,1439.896398
790.0,1078,1452.816614
435.0,1170,1466.946156
240.0,675,1474.94218
650.0,1158,1489.327777
340.0,810,1499.886044
420.0,1089,1512.921024
420.0,1071,1525.430237
420.0,1093,1538.912739
635.0,1248,1554.115433
545.0,767,1563.093714
375.0,806,1572.722044
515.0,804,1582.203627
290.0,724,1591.091458
820.0,1063,1603.695017
285.0,721,1612.05854
285.0,699,1621.297533
420.0,1087,1634.366872
320.0,807,1644.139083
650.0,1122,1657.915461
620.0,1079,1671.54781
450.0,1098,1684.777102
450.0,1273,1700.350061
485.0,709,1708.674844
420.0,1084,1722.13089
590.0,1071,1734.667255
420.0,1082,1748.494364
275.0,742,1756.930085
495.0,710,1766.073373
330.0,768,1775.735789
