r,l,t
50.0,298,39.791037
140.0,498,43.022314
80.0,453,45.989349
105.0,401,48.402645
75.0,495,51.552839
110.0,406,54.004503
95.0,378,56.369147
185.0,816,61.777917
210.0,597,65.493672
180.0,569,69.016641
145.0,473,71.990265
120.0,483,75.13793
100.0,347,77.263699
25.0,294,101.102548
120.0,455,106.370852
65.0,342,110.943098
230.0,769,120.805181
110.0,530,127.298702
55.0,327,131.209947
365.0,607,138.752493
160.0,611,146.07444
180.0,613,153.228386
135.0,496,159.74193
125.0,560,166.394482
180.0,483,172.719107
180.0,585,180.029716
285.0,959,191.578857
240.0,713,200.439795
210.0,626,207.268581
110.0,471,213.736422
210.0,633,221.55284
180.0,618,229.299121
240.0,713,237.840645
180.0,623,245.783321
210.0,621,253.974426
180.0,655,262.152818
210.0,610,269.562832
210.0,631,277.017945
180.0,644,285.008669
260.0,731,294.104
410.0,629,301.916716
260.0,727,310.861176
110.0,484,316.116954
180.0,614,323.704711
180.0,659,331.335496
260.0,737,340.48997
240.0,719,349.040127
285.0,722,358.28312
290.0,735,367.66134
265.0,711,376.31613
160.0,608,384.233318
210.0,654,392.411958
255.0,815,402.389133
225.0,816,412.585435
410.0,642,420.480863
260.0,735,429.896074
210.0,639,437.547625
270.0,733,446.719645
180.0,611,453.482517
180.0,625,461.469391
180.0,618,469.399214
210.0,640,477.118358
180.0,610,484.830576
210.0,616,491.954834
260.0,734,501.005061
180.0,598,508.391738
225.0,705,516.520946
155.0,616,524.277115
155.0,607,531.082196
210.0,635,539.023846
275.0,760,548.442601
180.0,617,555.775708
210.0,637,563.297055
180.0,600,570.716637
210.0,618,577.630749
180.0,617,585.198923
180.0,604,592.814128
210.0,633,600.41
635.0,1171,614.434745
210.0,637,622.302682
500.0,1091,635.029087
245.0,765,644.381795
210.0,626,652.36186
210.0,628,660.036021
210.0,627,667.798461
155.0,600,674.568899
290.0,790,684.303355
210.0,651,692.477796
555.0,1121,705.833177
210.0,642,713.789209
680.0,777,723.275041
210.0,609,730.930646
530.0,1503,748.809152
215.0,651,756.64367
210.0,618,764.4834
240.0,738,773.472011
260.0,735,782.084469
210.0,600,789.549721
210.0,631,797.460039
180.0,603,805.102331
320.0,836,815.035747
530.0,1060,828.047442
410.0,630,835.872452
410.0,646,843.624355
210.0,677,851.519035
215.0,692,860.797785
260.0,717,869.271244
410.0,599,876.808683
365.0,1103,890.249625
110.0,478,896.341522
210.0,591,904.012994
210.0,626,911.123403
210.0,616,918.69501
210.0,612,926.321136
300.0,806,935.508912
460.0,731,944.658142
260.0,752,954.063887
210.0,629,961.304888
210.0,625,969.156314
410.0,619,976.791061
260.0,749,985.70205
335.0,1058,998.757724
210.0,623,1006.492222
595.0,1179,1021.117522
270.0,731,1030.3645
240.0,735,1039.182486
650.0,1179,1054.154497
560.0,1086,1067.483243
390.0,1085,1080.70306
460.0,731,1090.041166
210.0,627,1097.790871
440.0,697,1106.064862
510.0,818,1116.803433
365.0,1085,1129.799985
390.0,1077,1142.747509
505.0,749,1152.220818
210.0,626,1160.263885
80.0,312,1163.693223
550.0,798,1173.67983
485.0,717,1182.946708
425.0,674,1191.155249
260.0,732,1200.526946
425.0,674,1208.752672
295.0,760,1218.2674
365.0,1093,1231.398626
450.0,1291,1247.662681
460.0,735,1256.949605
240.0,722,1265.964116
765.0,1075,1279.162781
260.0,737,1288.213631
565.0,1069,1301.331855
420.0,1083,1313.945754
315.0,735,1323.394078
520.0,734,1332.620779
590.0,1074,1345.294267
380.0,1092,1359.192857
215.0,677,1367.539579
590.0,1102,1380.652473
225.0,706,1389.343051
225.0,687,1397.508581
670.0,1163,1411.940183
420.0,1142,1425.858523
555.0,1419,1443.260474
330.0,818,1452.924091
390.0,1080,1466.386345
380.0,1087,1479.393145
520.0,968,1491.662835
620.0,1091,1504.828163
460.0,1102,1518.718731
345.0,798,1528.035964
425.0,1093,1540.802651
515.0,741,1550.009438
660.0,1124,1563.303121
330.0,802,1572.83378
620.0,1082,1585.533752
270.0,729,1594.391578
515.0,735,1603.47463
390.0,1074,1616.495639
590.0,1097,1629.769771
290.0,708,1638.842983
240.0,679,1647.050265
210.0,617,1654.711939
460.0,727,1663.504584
290.0,711,1672.030751
500.0,765,1681.260014
260.0,722,1690.453926
870.0,1163,1704.729402
285.0,709,1712.946466
420.0,1145,1726.698532
420.0,1088,1739.738241
290.0,716,1748.895141
265.0,726,1757.816572
425.0,1104,1771.172779
420.0,1106,1785.004676
555.0,1359,1800.6691
420.0,1078,1814.109864
285.0,719,1822.239052
285.0,714,1831.390204
290.0,736,1839.839454
270.0,706,1848.809709
650.0,1247,1863.468688
315.0,744,1872.750239
345.0,1086,1886.398783
555.0,1014,1897.886256
260.0,728,1906.856162
420.0,1067,1919.764319
320.0,729,1928.723124
520.0,1391,1945.231235
870.0,1119,1958.834417
590.0,1066,1971.668051
435.0,1092,1984.497131
435.0,1093,1998.096269
315.0,744,2006.689561
620.0,1069,2020.3857
620.0,1070,2033.514756
650.0,1089,2046.933894
670.0,1206,2061.007424
670.0,1103,2073.763388
775.0,1342,2090.669438
365.0,835,2100.616214
850.0,1256,2116.227728
545.0,1034,2128.959445
440.0,1129,2142.548185
1175.0,1589,2161.57106
320.0,734,2170.691477
335.0,740,2179.705811
820.0,1117,2192.748888
315.0,817,2203.297533
820.0,1127,2215.607843
280.0,726,2224.358166
420.0,1069,2237.070722
490.0,736,2246.305508
635.0,1080,2258.922794
625.0,1070,2272.345159
775.0,1628,2291.794792
300.0,721,2300.724024
560.0,1139,2314.556076
300.0,735,2322.692825
390.0,1066,2336.361609
450.0,1266,2350.961996
390.0,1072,2364.517772
820.0,1211,2378.62057
420.0,1059,2390.628231
420.0,1070,2404.092662
420.0,1148,2418.224518
435.0,1085,2430.532427
390.0,1172,2444.283769
495.0,1164,2457.835033
300.0,739,2466.704872
420.0,1064,2479.480412
670.0,1104,2493.18635
280.0,726,2501.561025
395.0,1074,2515.162624
450.0,1096,2528.211798
450.0,1103,2542.156081
420.0,1056,2555.04069
470.0,1128,2569.198191
310.0,718,2577.710096
210.0,630,2585.513472
475.0,1120,2599.098141
635.0,1089,2611.93701
650.0,1104,2625.828839
425.0,1087,2638.15998
300.0,720,2647.142941
475.0,1097,2660.044215
685.0,1130,2673.505154
390.0,1073,2686.275577
420.0,1105,2699.683128
420.0,1093,2712.40251
450.0,1263,2728.18902
470.0,1208,2742.552679
395.0,1053,2755.434213
620.0,1083,2767.950437
425.0,1078,2780.217467
470.0,1124,2793.823066
650.0,1081,2807.24136
285.0,699,2815.271768
345.0,798,2824.565322
650.0,1251,2840.153047
435.0,1271,2855.024227
725.0,1161,2869.021096
755.0,1182,2883.2755
470.0,1091,2896.128095
435.0,1078,2909.613211
575.0,1331,2924.985339
510.0,1145,2938.652143
515.0,830,2948.135497
315.0,727,2957.085907
510.0,1118,2970.170782
670.0,1113,2982.836187
430.0,1082,2996.281781
390.0,1058,3008.528243
710.0,1129,3021.938455
480.0,1133,3035.017866
870.0,1119,3048.382401
765.0,1062,3061.224797
435.0,828,3071.848327
590.0,1090,3084.492498
285.0,724,3093.309095
470.0,1100,3106.530699
650.0,1114,3119.971885
670.0,1109,3133.725832
975.0,1340,3149.78069
