r,l,t
50.0,279,39.697928
95.0,281,41.550734
75.0,377,43.993578
85.0,448,46.895868
335.0,489,49.856818
105.0,439,52.498273
45.0,364,54.83544
60.0,292,56.623595
195.0,627,60.653324
40.0,316,62.829096
45.0,463,65.694233
155.0,522,68.846531
120.0,516,72.143327
200.0,647,76.353485
115.0,566,102.020354
110.0,415,107.650609
105.0,414,112.844924
165.0,489,119.072471
175.0,665,127.316631
140.0,512,133.93561
50.0,364,137.719582
275.0,739,146.590951
180.0,381,151.419588
80.0,451,157.354055
15.0,438,162.58929
210.0,1085,176.043332
290.0,1184,190.39908
105.0,487,196.270893
210.0,607,203.826771
105.0,476,209.813218
75.0,323,213.674599
180.0,628,221.486789
380.0,609,229.173723
180.0,602,236.254172
180.0,637,244.310565
210.0,647,252.589726
210.0,635,260.603562
185.0,648,268.368873
210.0,658,276.73671
210.0,629,284.666994
380.0,658,292.60861
440.0,818,302.345407
180.0,632,309.857244
180.0,615,317.476332
180.0,635,325.10771
180.0,666,332.888103
240.0,725,342.021629
450.0,712,350.511801
180.0,652,358.565717
180.0,656,366.592192
290.0,769,376.463791
210.0,630,384.510653
380.0,609,392.332501
180.0,659,400.535495
155.0,602,407.527445
210.0,710,416.830918
210.0,598,424.48574
210.0,645,431.767966
210.0,641,439.639374
210.0,645,447.397717
410.0,647,455.270402
260.0,760,464.934545
210.0,639,472.825252
180.0,611,480.434803
180.0,593,487.339916
210.0,621,495.135514
495.0,771,504.298749
210.0,695,513.180992
315.0,956,524.545822
305.0,818,534.246998
210.0,645,542.268572
210.0,625,549.89184
275.0,747,558.671978
300.0,807,568.106023
180.0,644,575.965683
210.0,628,583.576544
545.0,1069,596.203317
300.0,812,606.421981
210.0,694,614.690486
480.0,760,624.169029
410.0,622,631.442878
365.0,1068,644.274418
210.0,638,652.343436
410.0,638,660.123513
180.0,606,666.976132
165.0,608,674.532721
300.0,813,684.453255
105.0,588,692.164879
210.0,654,700.025874
210.0,620,707.196345
395.0,1101,720.300649
365.0,1091,734.251916
330.0,818,743.892025
210.0,611,751.469952
110.0,488,756.909453
260.0,729,766.089545
120.0,485,772.044011
210.0,646,779.880046
110.0,485,785.937909
180.0,610,792.775391
210.0,647,800.895092
210.0,627,808.582229
490.0,816,818.578583
210.0,644,826.412169
285.0,718,835.676121
210.0,601,843.113935
290.0,850,853.024733
410.0,652,861.308615
110.0,543,867.768909
410.0,616,875.422501
260.0,732,884.801733
315.0,988,896.666938
210.0,608,904.492916
460.0,740,913.767999
500.0,800,923.297567
435.0,689,931.216484
210.0,635,938.721691
210.0,639,946.653417
605.0,1110,960.621213
260.0,741,969.36492
300.0,743,978.617565
210.0,612,985.832414
210.0,695,994.32936
345.0,804,1004.666488
285.0,727,1013.449142
315.0,721,1022.529434
210.0,640,1030.369739
590.0,1087,1043.607774
390.0,1077,1056.648192
320.0,806,1067.270324
485.0,735,1075.853083
310.0,802,1086.405951
210.0,613,1093.452318
260.0,731,1102.651044
330.0,804,1112.459564
300.0,804,1122.326237
315.0,828,1132.750829
365.0,1081,1145.750439
260.0,716,1155.16254
790.0,1080,1168.554604
210.0,652,1176.667532
620.0,1289,1192.649421
410.0,615,1200.491725
770.0,1093,1213.827276
315.0,1064,1227.41621
210.0,620,1234.591563
240.0,734,1244.164222
210.0,669,1252.317592
510.0,817,1262.619115
210.0,625,1269.932713
315.0,819,1280.541336
445.0,721,1288.766483
285.0,740,1298.057177
620.0,1159,1312.088578
460.0,726,1321.225148
345.0,827,1331.183155
670.0,1283,1346.829994
110.0,553,1353.364538
620.0,1190,1368.157406
450.0,1176,1383.283966
485.0,735,1391.406518
120.0,299,1395.514909
500.0,731,1403.985056
450.0,1216,1419.420168
635.0,1288,1435.162077
210.0,630,1442.135458
260.0,712,1451.103457
345.0,821,1460.923383
240.0,711,1469.835882
405.0,1096,1482.877585
315.0,736,1492.031679
240.0,680,1500.38871
575.0,809,1510.845878
420.0,1089,1523.480571
375.0,813,1533.116425
650.0,1115,1546.897656
390.0,1073,1559.16545
275.0,731,1568.042837
870.0,1247,1583.413606
375.0,836,1593.028697
820.0,1065,1605.665496
420.0,1080,1619.503736
435.0,1110,1632.78899
620.0,1102,1646.761616
590.0,1109,1659.809983
315.0,806,1670.094327
850.0,1108,1683.297109
315.0,808,1693.660545
440.0,1160,1707.859447
335.0,744,1716.29262
455.0,1237,1731.402828
470.0,1119,1745.388031
320.0,793,1754.941588
450.0,1142,1769.147142
420.0,1094,1782.376672
420.0,1080,1794.731714
670.0,1230,1809.688377
390.0,1090,1822.599207
495.0,1108,1836.671132
615.0,1103,1850.384242
390.0,1077,1862.986646
270.0,731,1872.226946
260.0,735,1880.715016
645.0,1218,1895.806402
425.0,1072,1908.48911
315.0,732,1917.635746
420.0,1072,1930.302695
620.0,1068,1942.541512
450.0,1263,1957.779548
700.0,732,1967.049888
695.0,1121,1979.897804
330.0,824,1990.316327
500.0,1140,2004.315954
285.0,709,2012.951998
620.0,1118,2026.870226
315.0,744,2036.197762
470.0,1223,2050.611722
420.0,1094,2063.927647
670.0,1115,2076.827061
355.0,819,2087.160699
315.0,735,2095.807647
435.0,1093,2109.582444
495.0,1105,2122.784883
285.0,708,2131.86022
315.0,708,2139.978773
470.0,1112,2153.657809
290.0,733,2162.592309
650.0,1095,2175.454825
280.0,717,2184.222385
335.0,738,2192.770836
650.0,1213,2207.852057
590.0,1078,2219.910053
650.0,1116,2233.732079
850.0,1258,2248.546241
405.0,1127,2262.043714
425.0,1166,2276.198877
505.0,746,2285.446729
315.0,744,2294.685728
420.0,1075,2307.053962
450.0,1134,2320.859415
470.0,1091,2333.933882
575.0,1340,2350.433849
585.0,1257,2365.928271
285.0,699,2374.01826
465.0,1170,2387.317656
425.0,1058,2399.897551
670.0,1140,2413.898851
435.0,1088,2426.342492
455.0,1097,2439.804932
485.0,1127,2453.216591
320.0,738,2461.344776
390.0,1073,2474.496945
365.0,777,2483.928867
675.0,1218,2498.382237
650.0,1131,2512.42659
650.0,1214,2526.958594
670.0,1252,2542.715879
325.0,794,2552.482852
330.0,798,2562.047978
470.0,1136,2576.304641
310.0,713,2585.414218
635.0,1077,2598.028665
435.0,1111,2611.731158
635.0,1111,2624.926788
670.0,1281,2639.993183
870.0,1109,2653.471301
670.0,1121,2667.228503
620.0,1061,2679.989752
345.0,796,2689.101544
735.0,1829,2710.823149
450.0,1252,2726.409268
835.0,1076,2739.44932
650.0,1265,2754.405062
420.0,1085,2767.600899
210.0,616,2774.061151
315.0,744,2783.035837
450.0,1112,2796.604015
370.0,766,2805.735335
450.0,1100,2818.629871
530.0,730,2827.591054
345.0,793,2837.081488
525.0,1117,2850.414892
260.0,733,2858.689173
420.0,1059,2871.232606
285.0,692,2880.114627
425.0,1067,2892.898539
300.0,726,2902.069208
210.0,620,2908.715809
605.0,1068,2921.978029
710.0,1205,2935.794948
350.0,797,2944.947758
260.0,740,2954.218627
670.0,1097,2966.486324
390.0,1028,2978.404245
620.0,1076,2991.887366
670.0,1178,3005.799468
505.0,1159,3019.138942
420.0,1098,3032.094393
535.0,1183,3046.460387
420.0,1073,3059.542922
470.0,1100,3073.229303
580.0,1381,3089.200892
495.0,1101,3102.882848
620.0,1075,3115.584376
405.0,1075,3128.249237
480.0,1101,3141.860428
275.0,735,3151.314845
895.0,1193,3165.496814
435.0,1084,3178.470301
300.0,764,3187.46543
470.0,1106,3201.07794
660.0,1130,3214.175311
400.0,801,3223.499597
910.0,1199,3237.568141
285.0,707,3246.467571
500.0,1364,3262.578784
435.0,1084,3276.02972
425.0,1102,3288.660638
500.0,1185,3302.533262
370.0,825,3312.732045
820.0,1081,3325.087506
435.0,1113,3338.64678
435.0,1079,3351.079823
665.0,1097,3364.482478
210.0,603,3371.424933
315.0,724,3380.445545
345.0,1014,3392.560402
330.0,763,3401.867895
805.0,1536,3420.626439
300.0,706,3429.019012
625.0,1079,3441.646182
835.0,1126,3455.336882
960.0,1366,3472.222694
450.0,1124,3485.299258
665.0,1103,3499.159566
685.0,1125,3512.69839
870.0,1597,3531.826807
565.0,1025,3544.403003
685.0,1195,3558.361416
210.0,611,3565.50201
340.0,749,3574.424351
620.0,1048,3587.415952
390.0,1085,3600.145542
865.0,1130,3614.111068
530.0,1172,3628.146023
315.0,772,3637.365489
770.0,1374,3654.148417
805.0,1527,3672.406297
485.0,1127,3684.884816
495.0,1097,3698.503763
470.0,1182,3712.357956
435.0,1086,3725.770704
660.0,1071,3738.405468
