r,l,t
35.0,314,11.404018
105.0,397,16.804322
190.0,482,24.61909
455.0,719,34.406664
45.0,278,38.4048
210.0,609,48.103091
80.0,311,52.38211
110.0,466,59.626036
155.0,623,68.540541
410.0,627,77.695213
105.0,491,84.150264
155.0,589,92.935497
180.0,637,101.954937
365.0,596,110.122089
180.0,622,119.103893
210.0,640,128.204108
210.0,628,137.524582
155.0,645,146.811608
180.0,659,156.326252
105.0,495,163.788232
355.0,615,172.78779
380.0,609,181.34726
180.0,658,190.873988
155.0,649,200.481102
180.0,633,209.52708
180.0,629,218.521107
180.0,620,227.525286
210.0,636,236.542048
180.0,632,245.61743
380.0,642,254.962672
260.0,736,265.388457
260.0,737,275.842133
210.0,634,285.160768
185.0,627,294.084348
240.0,746,304.32887
180.0,655,314.783427
180.0,656,324.351602
180.0,605,332.568251
260.0,724,343.516971
250.0,827,355.108033
530.0,1168,372.096989
260.0,740,383.123613
210.0,650,392.530252
180.0,624,401.82061
210.0,629,410.91525
210.0,653,419.892593
180.0,662,429.309618
180.0,626,438.515512
180.0,658,448.066348
410.0,637,457.991332
210.0,640,467.524594
380.0,651,476.93817
210.0,645,486.392323
240.0,726,496.6911
155.0,625,506.164899
290.0,970,520.678458
240.0,744,530.637547
210.0,635,540.139071
380.0,652,549.987108
370.0,1094,566.880994
180.0,608,575.134243
185.0,658,585.440385
185.0,604,593.521677
180.0,634,602.865446
180.0,597,612.050793
260.0,738,622.189534
210.0,632,631.799421
290.0,833,644.531407
240.0,711,654.549608
155.0,609,663.917641
155.0,598,672.108034
285.0,716,682.832462
365.0,1097,699.517239
210.0,627,707.887041
515.0,997,722.789394
210.0,646,732.338354
260.0,731,743.633249
370.0,740,753.924371
210.0,639,763.984538
260.0,733,775.047169
210.0,643,784.181839
550.0,817,796.235203
260.0,745,807.443994
310.0,826,819.575099
210.0,634,828.993982
265.0,747,840.302411
185.0,600,849.720769
120.0,553,857.956583
155.0,482,865.350356
215.0,603,873.81498
380.0,666,883.333772
340.0,1117,900.520937
420.0,1170,917.805492
330.0,826,930.29822
90.0,413,936.605532
260.0,742,947.714175
275.0,831,959.444466
245.0,727,970.586157
425.0,640,980.01899
260.0,760,990.893216
75.0,281,995.704157
260.0,723,1005.665547
260.0,731,1016.958649
330.0,1086,1032.567423
565.0,1078,1048.942757
270.0,730,1059.083401
260.0,737,1070.140161
260.0,738,1081.495035
305.0,819,1093.560899
440.0,736,1104.785297
345.0,1075,1120.1823
210.0,629,1129.38428
395.0,1138,1146.060939
45.0,407,1151.762077
275.0,763,1163.198949
210.0,642,1172.533458
365.0,1088,1188.095393
410.0,641,1197.588396
260.0,755,1208.662128
820.0,1288,1227.478345
425.0,643,1236.955598
260.0,727,1247.386442
225.0,612,1256.361231
215.0,626,1266.005835
460.0,741,1277.146309
260.0,744,1287.453407
335.0,1076,1304.005518
265.0,762,1315.39972
795.0,1070,1330.978563
135.0,492,1338.727327
215.0,610,1347.020197
790.0,1081,1364.352736
545.0,1085,1380.603642
140.0,528,1388.217885
110.0,484,1395.489653
595.0,1172,1412.695154
215.0,594,1421.773965
475.0,1200,1439.672933
265.0,722,1450.295746
260.0,716,1460.37258
585.0,1064,1475.893238
225.0,651,1485.323511
225.0,815,1498.211883
465.0,730,1508.327445
275.0,740,1519.454063
315.0,1064,1534.960113
695.0,1187,1552.09584
720.0,1069,1568.6433
365.0,1105,1584.646446
285.0,748,1595.559786
825.0,1112,1612.009138
845.0,1076,1627.527737
330.0,1072,1643.292409
745.0,1115,1660.017188
475.0,757,1671.076152
340.0,1065,1686.51163
340.0,970,1701.214427
515.0,1011,1716.511093
370.0,995,1730.83616
620.0,1075,1747.460391
485.0,725,1757.934049
450.0,1215,1776.145309
440.0,773,1787.672726
385.0,1060,1803.379898
260.0,714,1813.312193
430.0,1036,1829.0145
360.0,783,1840.658374
680.0,903,1854.068669
240.0,564,1863.137868
215.0,585,1871.231395
495.0,823,1883.879529
515.0,1153,1901.154663
365.0,1078,1916.939198
370.0,1237,1936.10788
355.0,978,1950.325021
420.0,1062,1965.772651
715.0,999,1980.543904
650.0,1002,1996.025927
330.0,952,2009.843231
500.0,814,2021.969732
315.0,733,2032.19108
515.0,851,2045.059313
460.0,983,2058.834834
640.0,1203,2077.15945
390.0,1094,2092.622333
650.0,890,2105.980325
380.0,646,2115.712544
645.0,1155,2133.144409
315.0,689,2143.261972
260.0,720,2154.504758
675.0,1201,2171.829409
255.0,611,2181.084429
315.0,731,2192.227439
410.0,1284,2211.589562
325.0,907,2224.92038
960.0,1033,2240.374009
545.0,986,2254.817279
565.0,1069,2271.132463
585.0,1395,2291.804297
285.0,833,2303.922414
490.0,1107,2320.662916
185.0,417,2326.479506
960.0,1404,2346.896625
405.0,1101,2362.851674
605.0,969,2377.838301
330.0,632,2387.134336
1085.0,1715,2412.454849
595.0,1116,2429.11165
185.0,504,2435.834316
230.0,720,2446.922006
870.0,1079,2462.42566
985.0,1836,2490.431011
650.0,1131,2506.585646
370.0,902,2519.815137
1285.0,2285,2553.209629
635.0,1116,2570.165821
685.0,1342,2589.826305
655.0,1131,2606.433634
555.0,1640,2631.075628
440.0,1046,2646.642192
840.0,954,2660.586993
375.0,897,2674.102614
430.0,1072,2690.781837
460.0,1041,2706.316847
95.0,381,2712.098377
555.0,1503,2733.541303
425.0,1117,2750.495794
285.0,728,2761.552449
710.0,1231,2779.385265
780.0,1522,2802.550962
300.0,587,2811.600513
495.0,968,2826.05495
435.0,1286,2845.436992
585.0,1195,2863.056972
365.0,604,2872.48271
435.0,931,2886.383751
470.0,972,2900.6568
380.0,994,2914.902566
185.0,500,2922.291605
870.0,1599,2946.359303
520.0,1083,2961.815024
470.0,875,2975.423577
515.0,699,2985.451851
495.0,910,2998.709968
420.0,760,3009.508781
685.0,732,3020.680355
315.0,799,3031.919339
285.0,819,3043.931539
285.0,685,3054.873646
65.0,375,3060.584607
95.0,369,3065.258817
605.0,1182,3083.179397
505.0,608,3091.817803
775.0,1374,3112.415751
425.0,647,3121.897426
640.0,1017,3136.778028
345.0,737,3148.018286
800.0,1230,3165.706713
530.0,1375,3186.617321
435.0,913,3200.073915
230.0,524,3207.691956
535.0,1005,3223.193621
755.0,1237,3241.357421
420.0,976,3256.224151
585.0,1245,3274.94165
330.0,639,3283.624778
370.0,684,3294.110192
370.0,873,3307.031498
340.0,853,3319.381934
330.0,645,3328.765623
460.0,1224,3347.134161
565.0,922,3361.051696
450.0,986,3375.513435
335.0,837,3388.229826
600.0,807,3400.068386
375.0,732,3411.512209
575.0,587,3419.755411
575.0,1329,3439.962393
730.0,1186,3457.311608
375.0,722,3467.731642
650.0,817,3480.557615
380.0,694,3490.634014
725.0,1193,3507.505829
555.0,1092,3524.105237
345.0,595,3533.099742
85.0,394,3539.086867
260.0,610,3547.394553
