r,l,t
125.0,381,11.980482
80.0,419,18.415456
95.0,497,25.588208
130.0,614,34.386441
230.0,733,45.877342
155.0,625,55.40881
210.0,638,64.757488
380.0,610,72.9513
210.0,629,82.059715
105.0,501,89.483804
110.0,487,96.312991
180.0,589,104.499032
180.0,613,113.465589
180.0,613,122.393661
185.0,610,130.42803
155.0,612,139.528663
180.0,631,148.637695
180.0,660,158.286496
180.0,617,167.188611
210.0,641,176.799826
180.0,662,186.470155
155.0,632,195.712967
210.0,645,205.168067
410.0,639,214.293107
180.0,654,223.580476
180.0,658,232.741414
180.0,659,242.211828
180.0,639,251.489218
260.0,726,261.782853
260.0,737,272.488413
180.0,649,281.838062
240.0,727,292.286991
285.0,734,302.415695
240.0,739,313.555082
180.0,629,322.981508
240.0,730,333.922796
210.0,648,343.237951
210.0,697,353.003175
260.0,721,363.767846
260.0,719,373.806813
210.0,633,383.099834
380.0,641,392.434658
155.0,609,401.548241
210.0,650,410.865083
210.0,653,419.849127
240.0,727,429.881553
240.0,826,442.340235
355.0,612,450.758897
380.0,646,460.678326
465.0,738,471.684566
180.0,603,480.869001
225.0,823,492.769778
290.0,832,505.764522
210.0,645,515.272136
210.0,619,523.546657
265.0,751,534.326702
855.0,1293,553.8887
245.0,768,565.477921
825.0,1247,583.866366
260.0,728,593.86799
180.0,651,603.250974
290.0,754,614.646724
410.0,648,624.266026
720.0,1066,640.679313
240.0,827,652.38506
180.0,643,662.124635
295.0,828,673.857598
410.0,625,683.043139
210.0,625,692.330252
420.0,1087,707.984077
265.0,740,719.057076
110.0,480,726.351619
210.0,657,736.007195
515.0,1159,753.407412
180.0,603,763.02805
210.0,628,771.549634
285.0,723,782.28415
275.0,755,793.638983
790.0,1297,813.108238
40.0,269,816.941547
490.0,831,828.966972
240.0,732,840.175308
210.0,604,849.571468
515.0,999,864.125743
340.0,1067,880.680269
185.0,597,889.046433
260.0,725,900.262858
215.0,671,910.062834
530.0,1065,925.512935
365.0,1049,941.180992
590.0,1091,957.440392
600.0,1096,973.527137
180.0,635,982.960799
465.0,781,994.657948
260.0,745,1005.635229
210.0,644,1015.18036
550.0,1089,1031.789957
565.0,1096,1047.531533
180.0,604,1056.604321
210.0,650,1066.125351
90.0,280,1070.030887
215.0,633,1079.633154
410.0,603,1088.003877
410.0,618,1097.550608
115.0,492,1105.049738
410.0,637,1114.413961
280.0,815,1126.11672
365.0,1100,1142.262896
365.0,1086,1157.752892
225.0,727,1168.873808
300.0,786,1180.196835
210.0,650,1189.810519
260.0,730,1199.916089
