r,l,t
110.0,506,11.688266
410.0,738,25.382276
50.0,374,32.242098
210.0,627,43.68582
105.0,580,53.835048
180.0,613,64.887288
180.0,622,76.026482
315.0,983,93.468411
210.0,657,105.288419
110.0,486,114.047731
565.0,1098,134.495067
210.0,633,145.888903
240.0,733,158.513309
180.0,664,170.725063
260.0,719,184.539177
270.0,731,198.037304
210.0,644,209.809179
180.0,640,220.500728
180.0,626,231.816723
210.0,645,243.228348
210.0,651,254.927088
270.0,734,269.145748
280.0,731,283.085587
260.0,734,295.861932
290.0,731,309.439741
185.0,605,320.651834
180.0,658,332.41211
250.0,829,347.128046
210.0,643,358.948914
210.0,629,370.331009
210.0,638,381.91153
180.0,663,393.866412
180.0,653,405.47088
270.0,720,418.914566
260.0,738,431.663633
210.0,644,443.092128
210.0,643,454.489158
210.0,635,466.361294
460.0,719,480.183258
210.0,629,491.508846
180.0,654,503.452112
550.0,1112,524.02626
320.0,809,538.628003
260.0,730,552.169404
210.0,617,563.973283
300.0,826,579.402173
155.0,597,590.454433
445.0,740,603.993868
240.0,732,617.016851
135.0,593,628.051486
460.0,738,640.879285
285.0,1031,659.099636
280.0,746,672.567321
410.0,641,683.88458
225.0,659,696.367463
365.0,1109,717.051327
180.0,603,728.045158
210.0,614,738.48998
210.0,639,749.87414
110.0,492,758.871225
460.0,736,772.543208
210.0,630,783.860399
230.0,806,798.369833
260.0,737,811.183138
580.0,1086,832.539714
180.0,619,843.943171
265.0,822,859.035776
450.0,1225,881.680894
240.0,596,892.017804
270.0,735,905.447045
635.0,1170,926.042306
310.0,823,940.783516
180.0,669,952.781721
180.0,592,963.637119
210.0,637,975.712309
465.0,734,989.578016
105.0,359,995.619048
105.0,368,1002.378046
445.0,689,1014.401032
440.0,742,1028.078226
520.0,824,1043.383723
70.0,378,1049.459959
180.0,610,1060.654346
210.0,605,1071.852795
180.0,603,1082.295385
135.0,601,1093.400318
30.0,269,1098.224732
110.0,353,1104.986629
265.0,720,1117.650738
515.0,1321,1142.217558
255.0,737,1155.278883
135.0,577,1166.301267
235.0,634,1177.821669
175.0,329,1183.335331
125.0,477,1192.344151
345.0,603,1203.092632
215.0,612,1214.834907
90.0,423,1222.198862
210.0,586,1233.221475
220.0,621,1244.287787
95.0,327,1249.85953
170.0,433,1258.109166
115.0,494,1266.378288
240.0,728,1279.44903
120.0,321,1284.912931
290.0,728,1298.965683
165.0,388,1306.186337
485.0,706,1318.642853
190.0,617,1329.952106
265.0,741,1343.344566
60.0,301,1348.543866
265.0,670,1360.40081
235.0,700,1373.359943
290.0,689,1386.069292
330.0,761,1400.357434
135.0,380,1407.175173
210.0,508,1416.159427
210.0,605,1426.695955
80.0,273,1432.29532
590.0,1007,1449.687153
110.0,491,1458.65113
135.0,557,1468.474212
225.0,524,1478.249798
440.0,661,1491.034223
160.0,480,1499.429564
285.0,694,1512.319194
120.0,374,1518.377011
605.0,994,1536.806284
160.0,377,1543.766488
825.0,957,1560.644207
175.0,602,1571.73639
310.0,530,1581.118967
65.0,269,1585.804198
280.0,672,1597.762748
315.0,594,1609.399988
65.0,271,1614.262033
155.0,521,1623.626178
95.0,374,1630.329252
130.0,481,1639.165743
400.0,687,1651.322386
30.0,230,1655.503957
275.0,631,1666.963654
195.0,495,1675.049387
290.0,774,1688.82327
355.0,710,1702.821825
215.0,549,1712.786183
340.0,602,1723.683356
505.0,1197,1745.234812
120.0,371,1752.137975
80.0,280,1757.060284
470.0,856,1772.711987
265.0,441,1780.434512
190.0,477,1789.320713
315.0,649,1801.187078
355.0,593,1811.493691
130.0,430,1818.897928
185.0,561,1829.352452
425.0,800,1843.733843
180.0,491,1853.356011
330.0,796,1868.197847
225.0,488,1876.978424
390.0,871,1892.272431
105.0,370,1898.833114
320.0,648,1910.709574
420.0,664,1922.834464
345.0,659,1934.710795
90.0,345,1941.059929
160.0,478,1949.760903
255.0,622,1961.217067
355.0,671,1973.430259
255.0,589,1983.669014
280.0,555,1994.114727
330.0,709,2006.672653
120.0,530,2016.388777
300.0,812,2030.900044
395.0,689,2043.724667
260.0,606,2054.177493
235.0,620,2065.617458
565.0,864,2080.983649
160.0,505,2090.309421
365.0,637,2102.322291
250.0,687,2114.486288
195.0,488,2123.155354
370.0,870,2138.982129
380.0,609,2150.12471
345.0,668,2162.298001
310.0,670,2175.351943
480.0,763,2188.706941
435.0,776,2202.390543
220.0,540,2212.879703
420.0,673,2224.649838
490.0,710,2237.197112
560.0,981,2255.363026
510.0,954,2272.223698
470.0,930,2288.920331
185.0,538,2299.29926
365.0,629,2310.010942
110.0,397,2317.91681
280.0,592,2328.145716
190.0,529,2337.665623
175.0,481,2346.549851
