r,l,t
180.0,589,13.904342
135.0,597,20.765923
225.0,604,27.158811
55.0,285,30.226669
150.0,477,35.427498
205.0,708,43.443406
135.0,512,49.032264
120.0,480,53.979237
370.0,644,60.954147
160.0,524,66.463117
140.0,457,71.785767
155.0,537,77.719361
25.0,262,80.426555
450.0,642,87.639096
125.0,500,93.243428
425.0,676,100.904311
230.0,626,107.592188
160.0,473,112.435425
65.0,318,115.996552
150.0,386,120.429429
295.0,575,126.903696
150.0,458,132.057503
180.0,699,139.298268
160.0,458,144.212691
140.0,466,148.930755
315.0,964,159.493276
215.0,593,165.723532
110.0,486,171.455107
180.0,589,177.488301
120.0,303,180.720643
105.0,477,185.701219
210.0,615,192.386858
150.0,579,199.236684
210.0,636,205.889744
260.0,708,213.453692
210.0,633,220.384984
210.0,598,226.445862
185.0,593,233.113114
290.0,723,240.921784
210.0,647,248.190058
260.0,725,256.055128
265.0,705,263.988204
210.0,637,270.903263
230.0,744,278.902659
210.0,596,285.608274
180.0,603,292.162169
385.0,595,298.270854
180.0,620,305.060605
330.0,1071,316.642812
260.0,737,324.944955
215.0,683,332.549079
180.0,602,339.3571
440.0,750,347.189148
210.0,618,353.70118
460.0,729,361.558064
80.0,312,364.578948
155.0,605,371.324274
80.0,373,375.303725
215.0,640,382.056553
215.0,648,389.219908
420.0,1096,400.673043
210.0,612,407.787249
120.0,470,413.252278
210.0,617,419.788933
285.0,725,427.681298
245.0,688,434.664533
180.0,597,441.313198
210.0,599,447.647905
155.0,575,453.294647
210.0,617,460.075464
210.0,625,466.569266
275.0,749,474.146218
185.0,592,480.766195
340.0,806,489.067406
120.0,533,494.564989
490.0,707,502.689805
415.0,681,509.903504
180.0,602,516.203209
515.0,1020,527.018501
180.0,603,533.226612
110.0,482,538.400196
295.0,764,546.472902
295.0,708,553.888051
260.0,738,561.767639
210.0,627,568.39046
285.0,723,576.028736
260.0,731,584.111132
120.0,478,589.410476
365.0,1077,600.795867
285.0,711,608.604854
260.0,713,616.709823
260.0,726,624.691815
840.0,1129,636.337198
635.0,1264,649.926183
260.0,722,657.93954
620.0,1093,669.699314
240.0,677,677.386001
240.0,666,684.500026
590.0,1076,695.548697
590.0,1078,707.237137
260.0,727,714.914843
275.0,765,723.205875
450.0,1112,735.057084
245.0,675,741.896117
530.0,806,750.270451
460.0,706,757.458945
290.0,817,766.557206
425.0,1115,778.301375
375.0,1082,789.589173
265.0,727,797.072313
285.0,740,804.854832
395.0,1145,816.812825
410.0,607,823.462806
300.0,731,831.094513
410.0,607,837.993166
835.0,1288,851.790914
